copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,sample_combos,hash
2505,Ros Arago IV,fallback,Auto Rifle,Void,0,0,0,1,Permeability,Golden Tricorn Enhanced,1,Golden Tricorn Enhanced+Permeability,3583275737
2506,Raconteur,fallback,Combat Bow,Stasis,0,0,1,0,Stats for All,Explosive Head,1,Explosive Head+Stats for All,45643573
2507,Prodigal Return,fallback,Grenade Launcher,Arc,0,0,1,0,Envious Assassin,Voltshot,1,Envious Assassin+Voltshot,268260373
2508,Planck's Stride,fallback,Machine Gun,Arc,0,0,1,1,Mulligan,Empty Traits Socket,1,Empty Traits Socket+Mulligan,820890091
2509,Optative,fallback,Hand Cannon,Void,0,0,1,0,Permeability,Golden Tricorn,1,Golden Tricorn+Permeability,2817683783
2510,Noxious Vetiver,fallback,Submachine Gun,Arc,0,0,0,1,Pugilist,Redirection,1,Pugilist+Redirection,825495813
2511,Nezarec's Whisper,fallback,Glaive,Arc,0,0,1,0,Tilting at Windmills,Frenzy,1,Frenzy+Tilting at Windmills,254636484
2512,Marsilion-C,fallback,Grenade Launcher,Solar,0,0,0,1,Turnabout,Impulse Amplifier,1,Impulse Amplifier+Turnabout,867154247
2513,Legato-11,fallback,Shotgun,Solar,0,0,0,1,Deconstruct,Closing Time,1,Closing Time+Deconstruct,3753063346
2514,Imperative,fallback,Scout Rifle,Kinetic,0,0,1,0,Empty Traits Socket,Osmosis,1,Empty Traits Socket+Osmosis,2045811635
2515,Hollow Denial,fallback,Trace Rifle,Void,0,0,1,0,Surplus,Killing Tally,1,Killing Tally+Surplus,2323544076
2516,Fixed Odds,fallback,Machine Gun,Solar,0,0,1,0,No Distractions,Killing Tally,1,Killing Tally+No Distractions,2194955522
2517,Doomed Petitioner,fallback,Linear Fusion Rifle,Void,0,0,1,0,Permeability,Deconstruct,1,Deconstruct+Permeability,1501688142
2518,Corrasion,fallback,Pulse Rifle,Arc,0,0,1,1,Air Trigger,Focused Fury,1,Air Trigger+Focused Fury,2126178511
2519,Adhortative,fallback,Pulse Rifle,Solar,0,0,1,0,Loose Change,Headseeker,1,Headseeker+Loose Change,2993554824
2520,Zealot's Reward,fallback,Fusion Rifle,Void,0,0,1,0,Destabilizing Rounds,Reservoir Burst,1,Destabilizing Rounds+Reservoir Burst,2720651699
2521,Veleda-F,fallback,Sniper Rifle,Void,0,0,0,1,Air Trigger,Firing Line,1,Air Trigger+Firing Line,4200122994
2522,Tyranny of Heaven,fallback,Combat Bow,Solar,0,0,1,0,Meganeura,Frenzy,1,Frenzy+Meganeura,3388655311
2523,Trustee,fallback,Scout Rifle,Solar,0,0,1,0,Rapid Hit,Sympathetic Arsenal,1,Rapid Hit+Sympathetic Arsenal,1392919471
2524,Transfiguration,fallback,Scout Rifle,Kinetic,0,0,1,0,Collective Demolition,Moving Target,1,Collective Demolition+Moving Target,3885259140
2525,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,1,0,Lead from Gold,Bewildering Burst,1,Bewildering Burst+Lead from Gold,2884596447
2526,The Showrunner,fallback,Submachine Gun,Kinetic,0,0,0,1,Grave Robber,Air Assault,1,Air Assault+Grave Robber,1999754402
2527,The Eremite,fallback,Fusion Rifle,Solar,0,0,1,1,Heal Clip,Cornered,1,Cornered+Heal Clip,3347946548
2528,The Enigma,fallback,Glaive,Void,0,0,1,0,Subsistence,Unstoppable Force,1,Subsistence+Unstoppable Force,2595497736
2529,Techeun Force,fallback,Fusion Rifle,Arc,0,0,1,0,Kill Clip,Golden Tricorn Enhanced,1,Golden Tricorn Enhanced+Kill Clip,3591141932
2530,Swarm of the Raven,fallback,Grenade Launcher,Void,0,0,0,1,Field Prep,Adagio,1,Adagio+Field Prep,433905699
2531,Suspectum-4fr,fallback,Linear Fusion Rifle,Stasis,0,0,0,1,Backup Plan,High Ground,1,Backup Plan+High Ground,3615421669
2532,Succession,fallback,Sniper Rifle,Kinetic,0,0,1,0,Slideways,Box Breathing,1,Box Breathing+Slideways,2990047042
2533,Scatter Signal,fallback,Fusion Rifle,Strand,0,0,1,0,Enlightened Action,Kickstart,1,Enlightened Action+Kickstart,2558925366
2534,Reckless Oracle,fallback,Auto Rifle,Void,0,0,1,0,Light Touch,Demoralize,1,Demoralize+Light Touch,1992309064
2535,Prophet of Doom,fallback,Shotgun,Arc,0,0,1,0,Reconstruction,Barrel Constrictor,1,Barrel Constrictor+Reconstruction,2145441168
2536,Pro Memoria,fallback,Machine Gun,Strand,0,0,1,0,Strategist,Mega Kill Clip,1,Mega Kill Clip+Strategist,3605603507
2537,Posterity,fallback,Hand Cannon,Arc,0,0,1,0,Trickle Charge,Focused Fury,1,Focused Fury+Trickle Charge,3281285075
2538,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,1,0,Lucky Shot,Snapshot Sights,1,Lucky Shot+Snapshot Sights,147444292
2539,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,1,Slickdraw,Tunnel Vision,1,Slickdraw+Tunnel Vision,2848549302
2540,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,1,0,Gear Shift,Harmony,1,Gear Shift+Harmony,70083888
2541,Line in the Sand,fallback,Linear Fusion Rifle,Arc,0,0,0,1,Genesis,Backup Plan,1,Backup Plan+Genesis,946443267
2542,Likely Suspect,fallback,Fusion Rifle,Void,0,0,1,0,Dimensional Shift,Successful Warm-Up,1,Dimensional Shift+Successful Warm-Up,1994645182
2543,Lethophobia,fallback,Combat Bow,Void,0,0,1,0,Permeability,Explosive Head,1,Explosive Head+Permeability,3710082365
2544,Judgment of Kelgorath,fallback,Glaive,Solar,0,0,1,0,Immovable Object,Empty Traits Socket,1,Empty Traits Socket+Immovable Object,2978226043
2545,Ignition Code,fallback,Grenade Launcher,Kinetic,0,0,0,1,Permeability,Reverberation,1,Permeability+Reverberation,2761869150
2546,Heritage,fallback,Shotgun,Kinetic,0,0,1,0,Pugilist,Recombination,1,Pugilist+Recombination,4248569242
2547,Forensic Nightmare,fallback,Submachine Gun,Stasis,0,0,1,0,Attrition Orbs,Sympathetic Arsenal,1,Attrition Orbs+Sympathetic Arsenal,1526296434
2548,Fel Taradiddle,fallback,Combat Bow,Kinetic,0,0,1,0,Impulse Amplifier,Sword Logic,1,Impulse Amplifier+Sword Logic,1399109800
2549,Crux Termination IV,fallback,Rocket Launcher,Arc,0,0,0,1,Permeability,Bipod,1,Bipod+Permeability,1719687748
2550,Cruoris FR4,fallback,Fusion Rifle,Arc,0,0,0,1,Eddy Current,Barrel Constrictor,1,Barrel Constrictor+Eddy Current,891996636
2551,Controlling Vision,fallback,Sidearm,Kinetic,0,0,0,1,Air Assault,Under Pressure,1,Air Assault+Under Pressure,423343404
2552,Commemoration,fallback,Machine Gun,Void,0,0,1,0,Reconstruction,Repulsor Brace,1,Reconstruction+Repulsor Brace,4230965989
2553,Come to Pass,fallback,Auto Rifle,Arc,0,0,1,0,Supercharged Magazine,Turnabout,1,Supercharged Magazine+Turnabout,927567426
2554,Combined Action,fallback,Hand Cannon,Arc,0,0,0,1,Hip-Fire Grip,Air Assault,1,Air Assault+Hip-Fire Grip,1331824604
2555,Chattering Bone,fallback,Pulse Rifle,Kinetic,0,0,1,0,Kill Clip,Harmony,1,Harmony+Kill Clip,501329015
2556,Bequest,fallback,Sword,Arc,0,0,1,0,Jolting Feedback,Surrounded,1,Jolting Feedback+Surrounded,3366545721
2557,Arsenic Bite-4b,fallback,Combat Bow,Arc,0,0,0,1,Hip-Fire Grip,Sneak Bow,1,Hip-Fire Grip+Sneak Bow,720351795
2558,Apex Predator,fallback,Rocket Launcher,Solar,0,0,1,0,Incandescent,Reaper's Tithe,1,Incandescent+Reaper's Tithe,1851777734
2559,Ancient Gospel,fallback,Hand Cannon,Void,0,0,1,0,Destabilizing Rounds,Harmony,1,Destabilizing Rounds+Harmony,963574173
2560,Adverse Possession IX,fallback,Scout Rifle,Arc,0,0,0,1,Eddy Current,Wellspring,1,Eddy Current+Wellspring,1890332078
2561,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,1,0,Offhand Strike,Explosive Head,1,Explosive Head+Offhand Strike,3621336854
2562,Under Your Skin,fallback,Combat Bow,Void,0,0,1,0,Archer's Tempo,Empty Traits Socket,1,Archer's Tempo+Empty Traits Socket,232928045
2563,Tripwire Canary,fallback,Combat Bow,Arc,0,0,1,0,Shot Swap,Explosive Head,1,Explosive Head+Shot Swap,3849444474
2564,Scalar Potential,fallback,Pulse Rifle,Arc,0,0,1,0,Loose Change,Under-Over,1,Loose Change+Under-Over,2563668388
2565,Sacred Provenance,fallback,Pulse Rifle,Kinetic,0,0,1,0,Stopping Power,Empty Traits Socket,1,Empty Traits Socket+Stopping Power,2241507890
2566,Red Herring,fallback,Rocket Launcher,Void,0,0,1,0,Killing Wind,Elemental Honing,1,Elemental Honing+Killing Wind,3175851496
2567,Raconteur,fallback,Combat Bow,Stasis,0,0,1,0,Perfect Float,Successful Warm-Up,1,Perfect Float+Successful Warm-Up,45643573
2568,Optative,fallback,Hand Cannon,Void,0,0,1,0,Keep Away,Wellspring,1,Keep Away+Wellspring,2817683783
2569,Noxious Vetiver,fallback,Submachine Gun,Arc,0,0,0,1,Heating Up,Desperate Measures,1,Desperate Measures+Heating Up,825495813
2570,Nezarec's Whisper,fallback,Glaive,Arc,0,0,1,0,Tilting at Windmills,Empty Traits Socket,1,Empty Traits Socket+Tilting at Windmills,254636484
2571,Marsilion-C,fallback,Grenade Launcher,Solar,0,0,0,1,Shot Swap,Impulse Amplifier,1,Impulse Amplifier+Shot Swap,867154247
2572,Legato-11,fallback,Shotgun,Solar,0,0,0,1,Auto-Loading Holster,Offhand Strike,1,Auto-Loading Holster+Offhand Strike,3753063346
2573,Imperative,fallback,Scout Rifle,Kinetic,0,0,1,0,Empty Traits Socket,Kinetic Tremors,1,Empty Traits Socket+Kinetic Tremors,2045811635
2574,Hollow Denial,fallback,Trace Rifle,Void,0,0,1,0,Adaptive Munitions,Killing Tally,1,Adaptive Munitions+Killing Tally,2323544076
2575,Fixed Odds,fallback,Machine Gun,Solar,0,0,1,0,Feeding Frenzy,Firing Line,1,Feeding Frenzy+Firing Line,2194955522
2576,Father's Sins,fallback,Sniper Rifle,Void,0,0,1,0,Lone Wolf,Empty Traits Socket,1,Empty Traits Socket+Lone Wolf,3865728990
2577,Doomed Petitioner,fallback,Linear Fusion Rifle,Void,0,0,1,0,Destabilizing Rounds,Deconstruct,1,Deconstruct+Destabilizing Rounds,1501688142
2578,Age-Old Bond,fallback,Auto Rifle,Void,0,0,1,0,Tap the Trigger,Collective Action,1,Collective Action+Tap the Trigger,424291879
2579,Zealot's Reward,fallback,Fusion Rifle,Void,0,0,1,0,Destabilizing Rounds,Kickstart,1,Destabilizing Rounds+Kickstart,2720651699
2580,Tyranny of Heaven,fallback,Combat Bow,Solar,0,0,1,0,Meganeura,Archer's Gambit,1,Archer's Gambit+Meganeura,3388655311
2581,Trustee,fallback,Scout Rifle,Solar,0,0,1,0,Perpetual Motion,Redirection,1,Perpetual Motion+Redirection,1392919471
2582,Transfiguration,fallback,Scout Rifle,Kinetic,0,0,1,0,Collective Demolition,Kinetic Tremors,1,Collective Demolition+Kinetic Tremors,3885259140
2583,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,1,0,Keep Away,Fourth Time's the Charm,1,Fourth Time's the Charm+Keep Away,2884596447
2584,The Showrunner,fallback,Submachine Gun,Kinetic,0,0,0,1,Dynamic Sway Reduction,Air Assault,1,Air Assault+Dynamic Sway Reduction,1999754402
2585,The Eremite,fallback,Fusion Rifle,Solar,0,0,1,1,Envious Assassin,Cornered,1,Cornered+Envious Assassin,3347946548
2586,The Enigma,fallback,Glaive,Void,0,0,1,0,Subsistence,Proximity Power,1,Proximity Power+Subsistence,2595497736
2587,Techeun Force,fallback,Fusion Rifle,Arc,0,0,1,0,Kill Clip,Golden Tricorn,1,Golden Tricorn+Kill Clip,3591141932
2588,Swarm of the Raven,fallback,Grenade Launcher,Void,0,0,0,1,Clown Cartridge,Envious Assassin,1,Clown Cartridge+Envious Assassin,433905699
2589,Suspectum-4fr,fallback,Linear Fusion Rifle,Stasis,0,0,0,1,Backup Plan,Fourth Time's the Charm,1,Backup Plan+Fourth Time's the Charm,3615421669
2590,Succession,fallback,Sniper Rifle,Kinetic,0,0,1,0,Shot Swap,Redirection,1,Redirection+Shot Swap,2990047042
2591,Scatter Signal,fallback,Fusion Rifle,Strand,0,0,1,0,Encore,Kickstart,1,Encore+Kickstart,2558925366
2592,Reckless Oracle,fallback,Auto Rifle,Void,0,0,1,0,Killing Wind,Paracausal Affinity,1,Killing Wind+Paracausal Affinity,1992309064
2593,Prophet of Doom,fallback,Shotgun,Arc,0,0,1,0,Light Touch,Trench Barrel,1,Light Touch+Trench Barrel,2145441168
2594,Pro Memoria,fallback,Machine Gun,Strand,0,0,1,0,Lucky Shot,Target Lock,1,Lucky Shot+Target Lock,3605603507
2595,Posterity,fallback,Hand Cannon,Arc,0,0,1,0,Trickle Charge,Demolitionist,1,Demolitionist+Trickle Charge,3281285075
2596,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,1,0,Lucky Shot,Incandescent,1,Incandescent+Lucky Shot,147444292
2597,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,1,Slickdraw,Sneak Bow,1,Slickdraw+Sneak Bow,2848549302
2598,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,1,0,Gear Shift,Golden Tricorn Enhanced,1,Gear Shift+Golden Tricorn Enhanced,70083888
2599,Likely Suspect,fallback,Fusion Rifle,Void,0,0,1,0,Dimensional Shift,Golden Tricorn Enhanced,1,Dimensional Shift+Golden Tricorn Enhanced,1994645182
2600,Lethophobia,fallback,Combat Bow,Void,0,0,1,0,Permeability,Disruption Break,1,Disruption Break+Permeability,3710082365
2601,Judgment of Kelgorath,fallback,Glaive,Solar,0,0,1,0,Genesis,Close to Melee,1,Close to Melee+Genesis,2978226043
2602,Ignition Code,fallback,Grenade Launcher,Kinetic,0,0,0,1,Permeability,Harmony,1,Harmony+Permeability,2761869150
2603,Heritage,fallback,Shotgun,Kinetic,0,0,1,0,Outlaw,Recombination,1,Outlaw+Recombination,4248569242
2604,Forensic Nightmare,fallback,Submachine Gun,Stasis,0,0,1,0,Attrition Orbs,Sword Logic,1,Attrition Orbs+Sword Logic,1526296434
2605,Fel Taradiddle,fallback,Combat Bow,Kinetic,0,0,1,0,Impulse Amplifier,Adhesive Ordnance,1,Adhesive Ordnance+Impulse Amplifier,1399109800
2606,Crux Termination IV,fallback,Rocket Launcher,Arc,0,0,0,1,Envious Assassin,Tracking Module,1,Envious Assassin+Tracking Module,1719687748
2607,Cruoris FR4,fallback,Fusion Rifle,Arc,0,0,0,1,Clown Cartridge,Kickstart,1,Clown Cartridge+Kickstart,891996636
2608,Controlling Vision,fallback,Sidearm,Kinetic,0,0,0,1,Air Assault,Threat Detector,1,Air Assault+Threat Detector,423343404
2609,Commemoration,fallback,Machine Gun,Void,0,0,1,0,No Distractions,Under Pressure,1,No Distractions+Under Pressure,4230965989
2610,Come to Pass,fallback,Auto Rifle,Arc,0,0,1,0,Supercharged Magazine,Golden Tricorn Enhanced,1,Golden Tricorn Enhanced+Supercharged Magazine,927567426
2611,Combined Action,fallback,Hand Cannon,Arc,0,0,0,1,Eddy Current,Timed Payload,1,Eddy Current+Timed Payload,1331824604
2612,Chattering Bone,fallback,Pulse Rifle,Kinetic,0,0,1,0,Kill Clip,Focused Fury,1,Focused Fury+Kill Clip,501329015
2613,Bequest,fallback,Sword,Arc,0,0,1,0,Jolting Feedback,Redirection,1,Jolting Feedback+Redirection,3366545721
2614,Arsenic Bite-4b,fallback,Combat Bow,Arc,0,0,0,1,Hip-Fire Grip,Archer's Tempo,1,Archer's Tempo+Hip-Fire Grip,720351795
2615,Apex Predator,fallback,Rocket Launcher,Solar,0,0,1,0,Empty Traits Socket,Reaper's Tithe,1,Empty Traits Socket+Reaper's Tithe,1851777734
2616,Ancient Gospel,fallback,Hand Cannon,Void,0,0,1,0,Air Trigger,Rangefinder,1,Air Trigger+Rangefinder,963574173
2617,Adverse Possession IX,fallback,Scout Rifle,Arc,0,0,0,1,Eddy Current,Sympathetic Arsenal,1,Eddy Current+Sympathetic Arsenal,1890332078
2618,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,1,0,Offhand Strike,Archer's Gambit,1,Archer's Gambit+Offhand Strike,3621336854
2619,Scalar Potential,fallback,Pulse Rifle,Arc,0,0,1,0,Hip-Fire Grip,Under-Over,1,Hip-Fire Grip+Under-Over,2563668388
2620,Sacred Provenance,fallback,Pulse Rifle,Kinetic,0,0,1,0,Killing Wind,Firefly,1,Firefly+Killing Wind,2241507890
2621,Red Herring,fallback,Rocket Launcher,Void,0,0,1,0,Cluster Bomb,Empty Traits Socket,1,Cluster Bomb+Empty Traits Socket,3175851496
2622,Nezarec's Whisper,fallback,Glaive,Arc,0,0,1,0,Genesis,Unstoppable Force,1,Genesis+Unstoppable Force,254636484
2623,Line in the Sand,fallback,Linear Fusion Rifle,Arc,0,0,0,1,Genesis,Auto-Loading Holster,1,Auto-Loading Holster+Genesis,946443267
2624,Father's Sins,fallback,Sniper Rifle,Void,0,0,1,0,Light Touch,Empty Traits Socket,1,Empty Traits Socket+Light Touch,3865728990
2625,Age-Old Bond,fallback,Auto Rifle,Void,0,0,1,0,Meganeura,Golden Tricorn Enhanced,1,Golden Tricorn Enhanced+Meganeura,424291879
2626,Zealot's Reward,fallback,Fusion Rifle,Void,0,0,1,0,Destabilizing Rounds,Controlled Burst,1,Controlled Burst+Destabilizing Rounds,2720651699
2627,Tyranny of Heaven,fallback,Combat Bow,Solar,0,0,1,0,Meganeura,Adagio,1,Adagio+Meganeura,3388655311
2628,Trustee,fallback,Scout Rifle,Solar,0,0,1,0,Perpetual Motion,Meganeura,1,Meganeura+Perpetual Motion,1392919471
2629,Transfiguration,fallback,Scout Rifle,Kinetic,0,0,1,0,Collective Demolition,Ancillary Ordinance,1,Ancillary Ordinance+Collective Demolition,3885259140
2630,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,1,0,Genesis,Kinetic Tremors,1,Genesis+Kinetic Tremors,2884596447
2631,The Eremite,fallback,Fusion Rifle,Solar,0,0,1,1,Compulsive Reloader,High Ground,1,Compulsive Reloader+High Ground,3347946548
2632,The Enigma,fallback,Glaive,Void,0,0,1,0,Subsistence,Close to Melee,1,Close to Melee+Subsistence,2595497736
2633,Techeun Force,fallback,Fusion Rifle,Arc,0,0,1,0,Kill Clip,Controlled Burst,1,Controlled Burst+Kill Clip,3591141932
2634,Suspectum-4fr,fallback,Linear Fusion Rifle,Stasis,0,0,0,1,Backup Plan,Firing Line,1,Backup Plan+Firing Line,3615421669
2635,Succession,fallback,Sniper Rifle,Kinetic,0,0,1,0,Shot Swap,Recombination,1,Recombination+Shot Swap,2990047042
2636,Scatter Signal,fallback,Fusion Rifle,Strand,0,0,1,0,Encore,Controlled Burst,1,Controlled Burst+Encore,2558925366
2637,Reckless Oracle,fallback,Auto Rifle,Void,0,0,1,0,Killing Wind,Dynamic Sway Reduction,1,Dynamic Sway Reduction+Killing Wind,1992309064
2638,Prophet of Doom,fallback,Shotgun,Arc,0,0,1,0,Light Touch,One-Two Punch,1,Light Touch+One-Two Punch,2145441168
2639,Pro Memoria,fallback,Machine Gun,Strand,0,0,1,0,Lucky Shot,Tap the Trigger,1,Lucky Shot+Tap the Trigger,3605603507
2640,Posterity,fallback,Hand Cannon,Arc,0,0,1,0,Supercharged Magazine,Unrelenting,1,Supercharged Magazine+Unrelenting,3281285075
2641,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,1,0,Lucky Shot,Burning Ambition,1,Burning Ambition+Lucky Shot,147444292
2642,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,1,Slickdraw,Perfect Float,1,Perfect Float+Slickdraw,2848549302
2643,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,1,0,Gear Shift,Golden Tricorn,1,Gear Shift+Golden Tricorn,70083888
2644,Likely Suspect,fallback,Fusion Rifle,Void,0,0,1,0,Dimensional Shift,Golden Tricorn,1,Dimensional Shift+Golden Tricorn,1994645182
2645,Lethophobia,fallback,Combat Bow,Void,0,0,1,0,Enlightened Action,Explosive Head,1,Enlightened Action+Explosive Head,3710082365
2646,Ignition Code,fallback,Grenade Launcher,Kinetic,0,0,0,1,Permeability,Frenzy,1,Frenzy+Permeability,2761869150
2647,Heritage,fallback,Shotgun,Kinetic,0,0,1,0,Outlaw,Offhand Strike,1,Offhand Strike+Outlaw,4248569242
2648,Fel Taradiddle,fallback,Combat Bow,Kinetic,0,0,1,0,Archer's Tempo,Adhesive Ordnance,1,Adhesive Ordnance+Archer's Tempo,1399109800
2649,Crux Termination IV,fallback,Rocket Launcher,Arc,0,0,0,1,Eddy Current,Tracking Module,1,Eddy Current+Tracking Module,1719687748
2650,Cruoris FR4,fallback,Fusion Rifle,Arc,0,0,0,1,Clown Cartridge,Barrel Constrictor,1,Barrel Constrictor+Clown Cartridge,891996636
2651,Controlling Vision,fallback,Sidearm,Kinetic,0,0,0,1,Air Assault,Offhand Strike,1,Air Assault+Offhand Strike,423343404
2652,Commemoration,fallback,Machine Gun,Void,0,0,1,0,No Distractions,Repulsor Brace,1,No Distractions+Repulsor Brace,4230965989
2653,Come to Pass,fallback,Auto Rifle,Arc,0,0,1,0,Supercharged Magazine,Golden Tricorn,1,Golden Tricorn+Supercharged Magazine,927567426
2654,Combined Action,fallback,Hand Cannon,Arc,0,0,0,1,Eddy Current,Air Assault,1,Air Assault+Eddy Current,1331824604
2655,Chattering Bone,fallback,Pulse Rifle,Kinetic,0,0,1,0,Kill Clip,Bewildering Burst,1,Bewildering Burst+Kill Clip,501329015
2656,Bequest,fallback,Sword,Arc,0,0,1,0,Jolting Feedback,One for All,1,Jolting Feedback+One for All,3366545721
2657,Arsenic Bite-4b,fallback,Combat Bow,Arc,0,0,0,1,Explosive Head,Explosive Head,1,Explosive Head,720351795
2658,Apex Predator,fallback,Rocket Launcher,Solar,0,0,1,0,Danger Zone,Collective Demolition,1,Collective Demolition+Danger Zone,1851777734
2659,Ancient Gospel,fallback,Hand Cannon,Void,0,0,1,0,Air Trigger,Explosive Payload,1,Air Trigger+Explosive Payload,963574173
2660,Adverse Possession IX,fallback,Scout Rifle,Arc,0,0,0,1,Eddy Current,Keep Away,1,Eddy Current+Keep Away,1890332078
2661,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,1,0,Impulse Amplifier,Rapid Hit,1,Impulse Amplifier+Rapid Hit,3621336854
2662,Swarm of the Raven,fallback,Grenade Launcher,Void,0,0,0,1,Impulse Amplifier,Genesis,1,Genesis+Impulse Amplifier,433905699
2663,Scalar Potential,fallback,Pulse Rifle,Arc,0,0,1,0,Enlightened Action,Under-Over,1,Enlightened Action+Under-Over,2563668388
2664,Sacred Provenance,fallback,Pulse Rifle,Kinetic,0,0,1,0,Empty Traits Socket,Firefly,1,Empty Traits Socket+Firefly,2241507890
2665,Nezarec's Whisper,fallback,Glaive,Arc,0,0,1,0,Empty Traits Socket,Unstoppable Force,1,Empty Traits Socket+Unstoppable Force,254636484
2666,Judgment of Kelgorath,fallback,Glaive,Solar,0,0,1,0,Empty Traits Socket,Close to Melee,1,Close to Melee+Empty Traits Socket,2978226043
2667,Forensic Nightmare,fallback,Submachine Gun,Stasis,0,0,1,0,Empty Traits Socket,Sword Logic,1,Empty Traits Socket+Sword Logic,1526296434
2668,Father's Sins,fallback,Sniper Rifle,Void,0,0,1,0,Lead from Gold,Withering Gaze,1,Lead from Gold+Withering Gaze,3865728990
2669,Age-Old Bond,fallback,Auto Rifle,Void,0,0,1,0,Meganeura,Golden Tricorn,1,Golden Tricorn+Meganeura,424291879
2670,Zealot's Reward,fallback,Fusion Rifle,Void,0,0,1,0,Auto-Loading Holster,Dimensional Shift,1,Auto-Loading Holster+Dimensional Shift,2720651699
2671,Tyranny of Heaven,fallback,Combat Bow,Solar,0,0,1,0,Explosive Head,One for All,1,Explosive Head+One for All,3388655311
2672,Trustee,fallback,Scout Rifle,Solar,0,0,1,0,Outlaw,Redirection,1,Outlaw+Redirection,1392919471
2673,Transfiguration,fallback,Scout Rifle,Kinetic,0,0,1,0,Adhesive Ordnance,Opening Shot,1,Adhesive Ordnance+Opening Shot,3885259140
2674,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,1,0,Genesis,Fourth Time's the Charm,1,Fourth Time's the Charm+Genesis,2884596447
2675,The Enigma,fallback,Glaive,Void,0,0,1,0,Replenishing Aegis,Thresh,1,Replenishing Aegis+Thresh,2595497736
2676,Techeun Force,fallback,Fusion Rifle,Arc,0,0,1,0,Kill Clip,Collective Action,1,Collective Action+Kill Clip,3591141932
2677,Suspectum-4fr,fallback,Linear Fusion Rifle,Stasis,0,0,0,1,Backup Plan,Chill Clip,1,Backup Plan+Chill Clip,3615421669
2678,Succession,fallback,Sniper Rifle,Kinetic,0,0,1,0,Shot Swap,Elemental Honing,1,Elemental Honing+Shot Swap,2990047042
2679,Reckless Oracle,fallback,Auto Rifle,Void,0,0,1,0,Keep Away,Dynamic Sway Reduction,1,Dynamic Sway Reduction+Keep Away,1992309064
2680,Prophet of Doom,fallback,Shotgun,Arc,0,0,1,0,Light Touch,Cascade Point,1,Cascade Point+Light Touch,2145441168
2681,Pro Memoria,fallback,Machine Gun,Strand,0,0,1,0,Lucky Shot,Collective Action,1,Collective Action+Lucky Shot,3605603507
2682,Posterity,fallback,Hand Cannon,Arc,0,0,1,0,Supercharged Magazine,Gutshot Straight,1,Gutshot Straight+Supercharged Magazine,3281285075
2683,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,1,0,Lucky Shot,Box Breathing,1,Box Breathing+Lucky Shot,147444292
2684,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,1,Slickdraw,Lone Wolf,1,Lone Wolf+Slickdraw,2848549302
2685,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,1,0,Gear Shift,Collective Action,1,Collective Action+Gear Shift,70083888
2686,Heritage,fallback,Shotgun,Kinetic,0,0,1,0,Outlaw,Killing Wind,1,Killing Wind+Outlaw,4248569242
2687,Crux Termination IV,fallback,Rocket Launcher,Arc,0,0,0,1,Eddy Current,Demolitionist,1,Demolitionist+Eddy Current,1719687748
2688,Controlling Vision,fallback,Sidearm,Kinetic,0,0,0,1,Air Assault,High Ground,1,Air Assault+High Ground,423343404
2689,Commemoration,fallback,Machine Gun,Void,0,0,1,0,Fourth Time's the Charm,Repulsor Brace,1,Fourth Time's the Charm+Repulsor Brace,4230965989
2690,Come to Pass,fallback,Auto Rifle,Arc,0,0,1,0,Supercharged Magazine,Dragonfly,1,Dragonfly+Supercharged Magazine,927567426
2691,Chattering Bone,fallback,Pulse Rifle,Kinetic,0,0,1,0,Ancillary Ordinance,Kinetic Tremors,1,Ancillary Ordinance+Kinetic Tremors,501329015
2692,Bequest,fallback,Sword,Arc,0,0,1,0,Jolting Feedback,En Garde,1,En Garde+Jolting Feedback,3366545721
2693,Arsenic Bite-4b,fallback,Combat Bow,Arc,0,0,0,1,Archer's Tempo,Archer's Tempo,1,Archer's Tempo,720351795
2694,Apex Predator,fallback,Rocket Launcher,Solar,0,0,1,0,Cluster Bomb,Surrounded,1,Cluster Bomb+Surrounded,1851777734
2695,Ancient Gospel,fallback,Hand Cannon,Void,0,0,1,0,Air Trigger,Demoralize,1,Air Trigger+Demoralize,963574173
2696,Adverse Possession IX,fallback,Scout Rifle,Arc,0,0,0,1,Eddy Current,Heating Up,1,Eddy Current+Heating Up,1890332078
