PERFECT VAULT SOLUTION (full mode)
Unordered trait combos in plane: 9434
Total physical copies: 2890
Preferred 3x3 copies: 1620
Gap-fill 1x1 copies: 1270
Distinct weapon models: 558
Unsolved: 0

Each entry is one physical vault gun.
Preferred: roll the listed perks in trait column 2 and column 3 (up to 3 each = 3x3).
Gap-fill: roll exactly that one combo (1x1).
Combinations are unordered: A+B is the same as B+A globally.

========================================================================
SUMMARY BY WEAPON (copies needed)
========================================================================
x 24  [fallback ]  The Enigma  (24 combos covered)
x 23  [fallback ]  Heritage  (23 combos covered)
x 23  [fallback ]  Succession  (23 combos covered)
x 23  [fallback ]  Tyranny of Heaven  (23 combos covered)
x 22  [fallback ]  Commemoration  (22 combos covered)
x 22  [fallback ]  Posterity  (22 combos covered)
x 21  [fallback ]  Techeun Force  (21 combos covered)
x 20  [fallback ]  Accrued Redemption  (20 combos covered)
x 20  [fallback ]  Prophet of Doom  (20 combos covered)
x 19  [fallback ]  Neoptolemus II  (19 combos covered)
x 19  [fallback ]  Transfiguration  (19 combos covered)
x 18  [fallback ]  Chattering Bone  (18 combos covered)
x 18  [fallback ]  Nation of Beasts  (18 combos covered)
x 18  [fallback ]  The Supremacy  (18 combos covered)
x 17  [fallback ]  Come to Pass  (17 combos covered)
x 16  [preferred]  Strident Whistle  (52 combos covered)
x 16  [fallback ]  Adverse Possession IX  (16 combos covered)
x 16  [fallback ]  Apex Predator  (16 combos covered)
x 16  [fallback ]  Omniscient Eye  (16 combos covered)
x 16  [fallback ]  Pro Memoria  (16 combos covered)
x 16  [fallback ]  Trustee  (16 combos covered)
x 16  [fallback ]  Zealot's Reward  (16 combos covered)
x 15  [preferred]  Blowout  (48 combos covered)
x 15  [fallback ]  Age-Old Bond  (15 combos covered)
x 15  [fallback ]  Reckless Oracle  (15 combos covered)
x 13  [preferred]  Retrofuturist  (49 combos covered)
x 13  [preferred]  Joxer's Longsword  (42 combos covered)
x 13  [preferred]  Breakneck  (40 combos covered)
x 13  [fallback ]  Bequest  (13 combos covered)
x 13  [fallback ]  Controlling Vision  (13 combos covered)
x 13  [fallback ]  Crux Termination IV  (13 combos covered)
x 13  [fallback ]  Suspectum-4fr  (13 combos covered)
x 12  [preferred]  Midha's Reckoning (Harrowed)  (35 combos covered)
x 12  [fallback ]  Ancient Gospel  (12 combos covered)
x 12  [fallback ]  Arsenic Bite-4b  (12 combos covered)
x 11  [preferred]  Non-Denouement (Adept)  (34 combos covered)
x 11  [fallback ]  Fel Taradiddle  (11 combos covered)
x 11  [fallback ]  Likely Suspect  (11 combos covered)
x 10  [preferred]  Lubrae's Ruin (Adept)  (47 combos covered)
x 10  [preferred]  Corrective Measure (Timelost)  (41 combos covered)
x 10  [preferred]  Laser Painter  (39 combos covered)
x 10  [preferred]  Critical Anomaly (Adept)  (38 combos covered)
x 10  [preferred]  Wicked Sister  (34 combos covered)
x 10  [fallback ]  Combined Action  (10 combos covered)
x 10  [fallback ]  Cruoris FR4  (10 combos covered)
x 10  [fallback ]  Father's Sins  (10 combos covered)
x 10  [fallback ]  Forensic Nightmare  (10 combos covered)
x 10  [fallback ]  Ignition Code  (10 combos covered)
x 10  [fallback ]  Judgment of Kelgorath  (10 combos covered)
x 10  [fallback ]  Lethophobia  (10 combos covered)
x 10  [fallback ]  Nezarec's Whisper  (10 combos covered)
x 10  [fallback ]  Sacred Provenance  (10 combos covered)
x 10  [fallback ]  Scalar Potential  (10 combos covered)
x 10  [fallback ]  Scatter Signal  (10 combos covered)
x 10  [fallback ]  Swarm of the Raven  (10 combos covered)
x 10  [fallback ]  The Eremite  (10 combos covered)

#2501  [fallback/1x1]  Vantage Point
       Perk 1 (col2): Stats for All
       Perk 2 (col3): Desperado
       Combos covered by this copy: 1

#2502  [fallback/1x1]  Under Your Skin
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Explosive Head
       Combos covered by this copy: 1

#2503  [fallback/1x1]  Tripwire Canary
       Perk 1 (col2): Shot Swap
       Perk 2 (col3): Successful Warm-Up
       Combos covered by this copy: 1

#2504  [fallback/1x1]  Scalar Potential
       Perk 1 (col2): Permeability
       Perk 2 (col3): Under-Over
       Combos covered by this copy: 1

#2505  [fallback/1x1]  Ros Arago IV
       Perk 1 (col2): Permeability
       Perk 2 (col3): Golden Tricorn Enhanced
       Combos covered by this copy: 1

#2506  [fallback/1x1]  Raconteur
       Perk 1 (col2): Stats for All
       Perk 2 (col3): Explosive Head
       Combos covered by this copy: 1

#2507  [fallback/1x1]  Prodigal Return
       Perk 1 (col2): Envious Assassin
       Perk 2 (col3): Voltshot
       Combos covered by this copy: 1

#2508  [fallback/1x1]  Planck's Stride
       Perk 1 (col2): Mulligan
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2509  [fallback/1x1]  Optative
       Perk 1 (col2): Permeability
       Perk 2 (col3): Golden Tricorn
       Combos covered by this copy: 1

#2510  [fallback/1x1]  Noxious Vetiver
       Perk 1 (col2): Pugilist
       Perk 2 (col3): Redirection
       Combos covered by this copy: 1

#2511  [fallback/1x1]  Nezarec's Whisper
       Perk 1 (col2): Tilting at Windmills
       Perk 2 (col3): Frenzy
       Combos covered by this copy: 1

#2512  [fallback/1x1]  Marsilion-C
       Perk 1 (col2): Turnabout
       Perk 2 (col3): Impulse Amplifier
       Combos covered by this copy: 1

#2513  [fallback/1x1]  Legato-11
       Perk 1 (col2): Deconstruct
       Perk 2 (col3): Closing Time
       Combos covered by this copy: 1

#2514  [fallback/1x1]  Imperative
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Osmosis
       Combos covered by this copy: 1

#2515  [fallback/1x1]  Hollow Denial
       Perk 1 (col2): Surplus
       Perk 2 (col3): Killing Tally
       Combos covered by this copy: 1

#2516  [fallback/1x1]  Fixed Odds
       Perk 1 (col2): No Distractions
       Perk 2 (col3): Killing Tally
       Combos covered by this copy: 1

#2517  [fallback/1x1]  Doomed Petitioner
       Perk 1 (col2): Permeability
       Perk 2 (col3): Deconstruct
       Combos covered by this copy: 1

#2518  [fallback/1x1]  Corrasion
       Perk 1 (col2): Air Trigger
       Perk 2 (col3): Focused Fury
       Combos covered by this copy: 1

#2519  [fallback/1x1]  Adhortative
       Perk 1 (col2): Loose Change
       Perk 2 (col3): Headseeker
       Combos covered by this copy: 1

#2520  [fallback/1x1]  Zealot's Reward
       Perk 1 (col2): Destabilizing Rounds
       Perk 2 (col3): Reservoir Burst
       Combos covered by this copy: 1

#2521  [fallback/1x1]  Veleda-F
       Perk 1 (col2): Air Trigger
       Perk 2 (col3): Firing Line
       Combos covered by this copy: 1

#2522  [fallback/1x1]  Tyranny of Heaven
       Perk 1 (col2): Meganeura
       Perk 2 (col3): Frenzy
       Combos covered by this copy: 1

#2523  [fallback/1x1]  Trustee
       Perk 1 (col2): Rapid Hit
       Perk 2 (col3): Sympathetic Arsenal
       Combos covered by this copy: 1

#2524  [fallback/1x1]  Transfiguration
       Perk 1 (col2): Collective Demolition
       Perk 2 (col3): Moving Target
       Combos covered by this copy: 1

#2525  [fallback/1x1]  The Supremacy
       Perk 1 (col2): Lead from Gold
       Perk 2 (col3): Bewildering Burst
       Combos covered by this copy: 1

#2526  [fallback/1x1]  The Showrunner
       Perk 1 (col2): Grave Robber
       Perk 2 (col3): Air Assault
       Combos covered by this copy: 1

#2527  [fallback/1x1]  The Eremite
       Perk 1 (col2): Heal Clip
       Perk 2 (col3): Cornered
       Combos covered by this copy: 1

#2528  [fallback/1x1]  The Enigma
       Perk 1 (col2): Subsistence
       Perk 2 (col3): Unstoppable Force
       Combos covered by this copy: 1

#2529  [fallback/1x1]  Techeun Force
       Perk 1 (col2): Kill Clip
       Perk 2 (col3): Golden Tricorn Enhanced
       Combos covered by this copy: 1

#2530  [fallback/1x1]  Swarm of the Raven
       Perk 1 (col2): Field Prep
       Perk 2 (col3): Adagio
       Combos covered by this copy: 1

#2531  [fallback/1x1]  Suspectum-4fr
       Perk 1 (col2): Backup Plan
       Perk 2 (col3): High Ground
       Combos covered by this copy: 1

#2532  [fallback/1x1]  Succession
       Perk 1 (col2): Slideways
       Perk 2 (col3): Box Breathing
       Combos covered by this copy: 1

#2533  [fallback/1x1]  Scatter Signal
       Perk 1 (col2): Enlightened Action
       Perk 2 (col3): Kickstart
       Combos covered by this copy: 1

#2534  [fallback/1x1]  Reckless Oracle
       Perk 1 (col2): Light Touch
       Perk 2 (col3): Demoralize
       Combos covered by this copy: 1

#2535  [fallback/1x1]  Prophet of Doom
       Perk 1 (col2): Reconstruction
       Perk 2 (col3): Barrel Constrictor
       Combos covered by this copy: 1

#2536  [fallback/1x1]  Pro Memoria
       Perk 1 (col2): Strategist
       Perk 2 (col3): Mega Kill Clip
       Combos covered by this copy: 1

#2537  [fallback/1x1]  Posterity
       Perk 1 (col2): Trickle Charge
       Perk 2 (col3): Focused Fury
       Combos covered by this copy: 1

#2538  [fallback/1x1]  Omniscient Eye
       Perk 1 (col2): Lucky Shot
       Perk 2 (col3): Snapshot Sights
       Combos covered by this copy: 1

#2539  [fallback/1x1]  Neoptolemus II
       Perk 1 (col2): Slickdraw
       Perk 2 (col3): Tunnel Vision
       Combos covered by this copy: 1

#2540  [fallback/1x1]  Nation of Beasts
       Perk 1 (col2): Gear Shift
       Perk 2 (col3): Harmony
       Combos covered by this copy: 1

#2541  [fallback/1x1]  Line in the Sand
       Perk 1 (col2): Genesis
       Perk 2 (col3): Backup Plan
       Combos covered by this copy: 1

#2542  [fallback/1x1]  Likely Suspect
       Perk 1 (col2): Dimensional Shift
       Perk 2 (col3): Successful Warm-Up
       Combos covered by this copy: 1

#2543  [fallback/1x1]  Lethophobia
       Perk 1 (col2): Permeability
       Perk 2 (col3): Explosive Head
       Combos covered by this copy: 1

#2544  [fallback/1x1]  Judgment of Kelgorath
       Perk 1 (col2): Immovable Object
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2545  [fallback/1x1]  Ignition Code
       Perk 1 (col2): Permeability
       Perk 2 (col3): Reverberation
       Combos covered by this copy: 1

#2546  [fallback/1x1]  Heritage
       Perk 1 (col2): Pugilist
       Perk 2 (col3): Recombination
       Combos covered by this copy: 1

#2547  [fallback/1x1]  Forensic Nightmare
       Perk 1 (col2): Attrition Orbs
       Perk 2 (col3): Sympathetic Arsenal
       Combos covered by this copy: 1

#2548  [fallback/1x1]  Fel Taradiddle
       Perk 1 (col2): Impulse Amplifier
       Perk 2 (col3): Sword Logic
       Combos covered by this copy: 1

#2549  [fallback/1x1]  Crux Termination IV
       Perk 1 (col2): Permeability
       Perk 2 (col3): Bipod
       Combos covered by this copy: 1

#2550  [fallback/1x1]  Cruoris FR4
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Barrel Constrictor
       Combos covered by this copy: 1

#2551  [fallback/1x1]  Controlling Vision
       Perk 1 (col2): Air Assault
       Perk 2 (col3): Under Pressure
       Combos covered by this copy: 1

#2552  [fallback/1x1]  Commemoration
       Perk 1 (col2): Reconstruction
       Perk 2 (col3): Repulsor Brace
       Combos covered by this copy: 1

#2553  [fallback/1x1]  Come to Pass
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Turnabout
       Combos covered by this copy: 1

#2554  [fallback/1x1]  Combined Action
       Perk 1 (col2): Hip-Fire Grip
       Perk 2 (col3): Air Assault
       Combos covered by this copy: 1

#2555  [fallback/1x1]  Chattering Bone
       Perk 1 (col2): Kill Clip
       Perk 2 (col3): Harmony
       Combos covered by this copy: 1

#2556  [fallback/1x1]  Bequest
       Perk 1 (col2): Jolting Feedback
       Perk 2 (col3): Surrounded
       Combos covered by this copy: 1

#2557  [fallback/1x1]  Arsenic Bite-4b
       Perk 1 (col2): Hip-Fire Grip
       Perk 2 (col3): Sneak Bow
       Combos covered by this copy: 1

#2558  [fallback/1x1]  Apex Predator
       Perk 1 (col2): Incandescent
       Perk 2 (col3): Reaper's Tithe
       Combos covered by this copy: 1

#2559  [fallback/1x1]  Ancient Gospel
       Perk 1 (col2): Destabilizing Rounds
       Perk 2 (col3): Harmony
       Combos covered by this copy: 1

#2560  [fallback/1x1]  Adverse Possession IX
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Wellspring
       Combos covered by this copy: 1

#2561  [fallback/1x1]  Accrued Redemption
       Perk 1 (col2): Offhand Strike
       Perk 2 (col3): Explosive Head
       Combos covered by this copy: 1

#2562  [fallback/1x1]  Under Your Skin
       Perk 1 (col2): Archer's Tempo
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2563  [fallback/1x1]  Tripwire Canary
       Perk 1 (col2): Shot Swap
       Perk 2 (col3): Explosive Head
       Combos covered by this copy: 1

#2564  [fallback/1x1]  Scalar Potential
       Perk 1 (col2): Loose Change
       Perk 2 (col3): Under-Over
       Combos covered by this copy: 1

#2565  [fallback/1x1]  Sacred Provenance
       Perk 1 (col2): Stopping Power
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2566  [fallback/1x1]  Red Herring
       Perk 1 (col2): Killing Wind
       Perk 2 (col3): Elemental Honing
       Combos covered by this copy: 1

#2567  [fallback/1x1]  Raconteur
       Perk 1 (col2): Perfect Float
       Perk 2 (col3): Successful Warm-Up
       Combos covered by this copy: 1

#2568  [fallback/1x1]  Optative
       Perk 1 (col2): Keep Away
       Perk 2 (col3): Wellspring
       Combos covered by this copy: 1

#2569  [fallback/1x1]  Noxious Vetiver
       Perk 1 (col2): Heating Up
       Perk 2 (col3): Desperate Measures
       Combos covered by this copy: 1

#2570  [fallback/1x1]  Nezarec's Whisper
       Perk 1 (col2): Tilting at Windmills
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2571  [fallback/1x1]  Marsilion-C
       Perk 1 (col2): Shot Swap
       Perk 2 (col3): Impulse Amplifier
       Combos covered by this copy: 1

#2572  [fallback/1x1]  Legato-11
       Perk 1 (col2): Auto-Loading Holster
       Perk 2 (col3): Offhand Strike
       Combos covered by this copy: 1

#2573  [fallback/1x1]  Imperative
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Kinetic Tremors
       Combos covered by this copy: 1

#2574  [fallback/1x1]  Hollow Denial
       Perk 1 (col2): Adaptive Munitions
       Perk 2 (col3): Killing Tally
       Combos covered by this copy: 1

#2575  [fallback/1x1]  Fixed Odds
       Perk 1 (col2): Feeding Frenzy
       Perk 2 (col3): Firing Line
       Combos covered by this copy: 1

#2576  [fallback/1x1]  Father's Sins
       Perk 1 (col2): Lone Wolf
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2577  [fallback/1x1]  Doomed Petitioner
       Perk 1 (col2): Destabilizing Rounds
       Perk 2 (col3): Deconstruct
       Combos covered by this copy: 1

#2578  [fallback/1x1]  Age-Old Bond
       Perk 1 (col2): Tap the Trigger
       Perk 2 (col3): Collective Action
       Combos covered by this copy: 1

#2579  [fallback/1x1]  Zealot's Reward
       Perk 1 (col2): Destabilizing Rounds
       Perk 2 (col3): Kickstart
       Combos covered by this copy: 1

#2580  [fallback/1x1]  Tyranny of Heaven
       Perk 1 (col2): Meganeura
       Perk 2 (col3): Archer's Gambit
       Combos covered by this copy: 1

#2581  [fallback/1x1]  Trustee
       Perk 1 (col2): Perpetual Motion
       Perk 2 (col3): Redirection
       Combos covered by this copy: 1

#2582  [fallback/1x1]  Transfiguration
       Perk 1 (col2): Collective Demolition
       Perk 2 (col3): Kinetic Tremors
       Combos covered by this copy: 1

#2583  [fallback/1x1]  The Supremacy
       Perk 1 (col2): Keep Away
       Perk 2 (col3): Fourth Time's the Charm
       Combos covered by this copy: 1

#2584  [fallback/1x1]  The Showrunner
       Perk 1 (col2): Dynamic Sway Reduction
       Perk 2 (col3): Air Assault
       Combos covered by this copy: 1

#2585  [fallback/1x1]  The Eremite
       Perk 1 (col2): Envious Assassin
       Perk 2 (col3): Cornered
       Combos covered by this copy: 1

#2586  [fallback/1x1]  The Enigma
       Perk 1 (col2): Subsistence
       Perk 2 (col3): Proximity Power
       Combos covered by this copy: 1

#2587  [fallback/1x1]  Techeun Force
       Perk 1 (col2): Kill Clip
       Perk 2 (col3): Golden Tricorn
       Combos covered by this copy: 1

#2588  [fallback/1x1]  Swarm of the Raven
       Perk 1 (col2): Clown Cartridge
       Perk 2 (col3): Envious Assassin
       Combos covered by this copy: 1

#2589  [fallback/1x1]  Suspectum-4fr
       Perk 1 (col2): Backup Plan
       Perk 2 (col3): Fourth Time's the Charm
       Combos covered by this copy: 1

#2590  [fallback/1x1]  Succession
       Perk 1 (col2): Shot Swap
       Perk 2 (col3): Redirection
       Combos covered by this copy: 1

#2591  [fallback/1x1]  Scatter Signal
       Perk 1 (col2): Encore
       Perk 2 (col3): Kickstart
       Combos covered by this copy: 1

#2592  [fallback/1x1]  Reckless Oracle
       Perk 1 (col2): Killing Wind
       Perk 2 (col3): Paracausal Affinity
       Combos covered by this copy: 1

#2593  [fallback/1x1]  Prophet of Doom
       Perk 1 (col2): Light Touch
       Perk 2 (col3): Trench Barrel
       Combos covered by this copy: 1

#2594  [fallback/1x1]  Pro Memoria
       Perk 1 (col2): Lucky Shot
       Perk 2 (col3): Target Lock
       Combos covered by this copy: 1

#2595  [fallback/1x1]  Posterity
       Perk 1 (col2): Trickle Charge
       Perk 2 (col3): Demolitionist
       Combos covered by this copy: 1

#2596  [fallback/1x1]  Omniscient Eye
       Perk 1 (col2): Lucky Shot
       Perk 2 (col3): Incandescent
       Combos covered by this copy: 1

#2597  [fallback/1x1]  Neoptolemus II
       Perk 1 (col2): Slickdraw
       Perk 2 (col3): Sneak Bow
       Combos covered by this copy: 1

#2598  [fallback/1x1]  Nation of Beasts
       Perk 1 (col2): Gear Shift
       Perk 2 (col3): Golden Tricorn Enhanced
       Combos covered by this copy: 1

#2599  [fallback/1x1]  Likely Suspect
       Perk 1 (col2): Dimensional Shift
       Perk 2 (col3): Golden Tricorn Enhanced
       Combos covered by this copy: 1

#2600  [fallback/1x1]  Lethophobia
       Perk 1 (col2): Permeability
       Perk 2 (col3): Disruption Break
       Combos covered by this copy: 1

#2601  [fallback/1x1]  Judgment of Kelgorath
       Perk 1 (col2): Genesis
       Perk 2 (col3): Close to Melee
       Combos covered by this copy: 1

#2602  [fallback/1x1]  Ignition Code
       Perk 1 (col2): Permeability
       Perk 2 (col3): Harmony
       Combos covered by this copy: 1

#2603  [fallback/1x1]  Heritage
       Perk 1 (col2): Outlaw
       Perk 2 (col3): Recombination
       Combos covered by this copy: 1

#2604  [fallback/1x1]  Forensic Nightmare
       Perk 1 (col2): Attrition Orbs
       Perk 2 (col3): Sword Logic
       Combos covered by this copy: 1

#2605  [fallback/1x1]  Fel Taradiddle
       Perk 1 (col2): Impulse Amplifier
       Perk 2 (col3): Adhesive Ordnance
       Combos covered by this copy: 1

#2606  [fallback/1x1]  Crux Termination IV
       Perk 1 (col2): Envious Assassin
       Perk 2 (col3): Tracking Module
       Combos covered by this copy: 1

#2607  [fallback/1x1]  Cruoris FR4
       Perk 1 (col2): Clown Cartridge
       Perk 2 (col3): Kickstart
       Combos covered by this copy: 1

#2608  [fallback/1x1]  Controlling Vision
       Perk 1 (col2): Air Assault
       Perk 2 (col3): Threat Detector
       Combos covered by this copy: 1

#2609  [fallback/1x1]  Commemoration
       Perk 1 (col2): No Distractions
       Perk 2 (col3): Under Pressure
       Combos covered by this copy: 1

#2610  [fallback/1x1]  Come to Pass
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Golden Tricorn Enhanced
       Combos covered by this copy: 1

#2611  [fallback/1x1]  Combined Action
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Timed Payload
       Combos covered by this copy: 1

#2612  [fallback/1x1]  Chattering Bone
       Perk 1 (col2): Kill Clip
       Perk 2 (col3): Focused Fury
       Combos covered by this copy: 1

#2613  [fallback/1x1]  Bequest
       Perk 1 (col2): Jolting Feedback
       Perk 2 (col3): Redirection
       Combos covered by this copy: 1

#2614  [fallback/1x1]  Arsenic Bite-4b
       Perk 1 (col2): Hip-Fire Grip
       Perk 2 (col3): Archer's Tempo
       Combos covered by this copy: 1

#2615  [fallback/1x1]  Apex Predator
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Reaper's Tithe
       Combos covered by this copy: 1

#2616  [fallback/1x1]  Ancient Gospel
       Perk 1 (col2): Air Trigger
       Perk 2 (col3): Rangefinder
       Combos covered by this copy: 1

#2617  [fallback/1x1]  Adverse Possession IX
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Sympathetic Arsenal
       Combos covered by this copy: 1

#2618  [fallback/1x1]  Accrued Redemption
       Perk 1 (col2): Offhand Strike
       Perk 2 (col3): Archer's Gambit
       Combos covered by this copy: 1

#2619  [fallback/1x1]  Scalar Potential
       Perk 1 (col2): Hip-Fire Grip
       Perk 2 (col3): Under-Over
       Combos covered by this copy: 1

#2620  [fallback/1x1]  Sacred Provenance
       Perk 1 (col2): Killing Wind
       Perk 2 (col3): Firefly
       Combos covered by this copy: 1

#2621  [fallback/1x1]  Red Herring
       Perk 1 (col2): Cluster Bomb
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2622  [fallback/1x1]  Nezarec's Whisper
       Perk 1 (col2): Genesis
       Perk 2 (col3): Unstoppable Force
       Combos covered by this copy: 1

#2623  [fallback/1x1]  Line in the Sand
       Perk 1 (col2): Genesis
       Perk 2 (col3): Auto-Loading Holster
       Combos covered by this copy: 1

#2624  [fallback/1x1]  Father's Sins
       Perk 1 (col2): Light Touch
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2625  [fallback/1x1]  Age-Old Bond
       Perk 1 (col2): Meganeura
       Perk 2 (col3): Golden Tricorn Enhanced
       Combos covered by this copy: 1

#2626  [fallback/1x1]  Zealot's Reward
       Perk 1 (col2): Destabilizing Rounds
       Perk 2 (col3): Controlled Burst
       Combos covered by this copy: 1

#2627  [fallback/1x1]  Tyranny of Heaven
       Perk 1 (col2): Meganeura
       Perk 2 (col3): Adagio
       Combos covered by this copy: 1

#2628  [fallback/1x1]  Trustee
       Perk 1 (col2): Perpetual Motion
       Perk 2 (col3): Meganeura
       Combos covered by this copy: 1

#2629  [fallback/1x1]  Transfiguration
       Perk 1 (col2): Collective Demolition
       Perk 2 (col3): Ancillary Ordinance
       Combos covered by this copy: 1

#2630  [fallback/1x1]  The Supremacy
       Perk 1 (col2): Genesis
       Perk 2 (col3): Kinetic Tremors
       Combos covered by this copy: 1

#2631  [fallback/1x1]  The Eremite
       Perk 1 (col2): Compulsive Reloader
       Perk 2 (col3): High Ground
       Combos covered by this copy: 1

#2632  [fallback/1x1]  The Enigma
       Perk 1 (col2): Subsistence
       Perk 2 (col3): Close to Melee
       Combos covered by this copy: 1

#2633  [fallback/1x1]  Techeun Force
       Perk 1 (col2): Kill Clip
       Perk 2 (col3): Controlled Burst
       Combos covered by this copy: 1

#2634  [fallback/1x1]  Suspectum-4fr
       Perk 1 (col2): Backup Plan
       Perk 2 (col3): Firing Line
       Combos covered by this copy: 1

#2635  [fallback/1x1]  Succession
       Perk 1 (col2): Shot Swap
       Perk 2 (col3): Recombination
       Combos covered by this copy: 1

#2636  [fallback/1x1]  Scatter Signal
       Perk 1 (col2): Encore
       Perk 2 (col3): Controlled Burst
       Combos covered by this copy: 1

#2637  [fallback/1x1]  Reckless Oracle
       Perk 1 (col2): Killing Wind
       Perk 2 (col3): Dynamic Sway Reduction
       Combos covered by this copy: 1

#2638  [fallback/1x1]  Prophet of Doom
       Perk 1 (col2): Light Touch
       Perk 2 (col3): One-Two Punch
       Combos covered by this copy: 1

#2639  [fallback/1x1]  Pro Memoria
       Perk 1 (col2): Lucky Shot
       Perk 2 (col3): Tap the Trigger
       Combos covered by this copy: 1

#2640  [fallback/1x1]  Posterity
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Unrelenting
       Combos covered by this copy: 1

#2641  [fallback/1x1]  Omniscient Eye
       Perk 1 (col2): Lucky Shot
       Perk 2 (col3): Burning Ambition
       Combos covered by this copy: 1

#2642  [fallback/1x1]  Neoptolemus II
       Perk 1 (col2): Slickdraw
       Perk 2 (col3): Perfect Float
       Combos covered by this copy: 1

#2643  [fallback/1x1]  Nation of Beasts
       Perk 1 (col2): Gear Shift
       Perk 2 (col3): Golden Tricorn
       Combos covered by this copy: 1

#2644  [fallback/1x1]  Likely Suspect
       Perk 1 (col2): Dimensional Shift
       Perk 2 (col3): Golden Tricorn
       Combos covered by this copy: 1

#2645  [fallback/1x1]  Lethophobia
       Perk 1 (col2): Enlightened Action
       Perk 2 (col3): Explosive Head
       Combos covered by this copy: 1

#2646  [fallback/1x1]  Ignition Code
       Perk 1 (col2): Permeability
       Perk 2 (col3): Frenzy
       Combos covered by this copy: 1

#2647  [fallback/1x1]  Heritage
       Perk 1 (col2): Outlaw
       Perk 2 (col3): Offhand Strike
       Combos covered by this copy: 1

#2648  [fallback/1x1]  Fel Taradiddle
       Perk 1 (col2): Archer's Tempo
       Perk 2 (col3): Adhesive Ordnance
       Combos covered by this copy: 1

#2649  [fallback/1x1]  Crux Termination IV
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Tracking Module
       Combos covered by this copy: 1

#2650  [fallback/1x1]  Cruoris FR4
       Perk 1 (col2): Clown Cartridge
       Perk 2 (col3): Barrel Constrictor
       Combos covered by this copy: 1

#2651  [fallback/1x1]  Controlling Vision
       Perk 1 (col2): Air Assault
       Perk 2 (col3): Offhand Strike
       Combos covered by this copy: 1

#2652  [fallback/1x1]  Commemoration
       Perk 1 (col2): No Distractions
       Perk 2 (col3): Repulsor Brace
       Combos covered by this copy: 1

#2653  [fallback/1x1]  Come to Pass
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Golden Tricorn
       Combos covered by this copy: 1

#2654  [fallback/1x1]  Combined Action
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Air Assault
       Combos covered by this copy: 1

#2655  [fallback/1x1]  Chattering Bone
       Perk 1 (col2): Kill Clip
       Perk 2 (col3): Bewildering Burst
       Combos covered by this copy: 1

#2656  [fallback/1x1]  Bequest
       Perk 1 (col2): Jolting Feedback
       Perk 2 (col3): One for All
       Combos covered by this copy: 1

#2657  [fallback/1x1]  Arsenic Bite-4b
       Perk 1 (col2): Explosive Head
       Perk 2 (col3): Explosive Head
       Combos covered by this copy: 1

#2658  [fallback/1x1]  Apex Predator
       Perk 1 (col2): Danger Zone
       Perk 2 (col3): Collective Demolition
       Combos covered by this copy: 1

#2659  [fallback/1x1]  Ancient Gospel
       Perk 1 (col2): Air Trigger
       Perk 2 (col3): Explosive Payload
       Combos covered by this copy: 1

#2660  [fallback/1x1]  Adverse Possession IX
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Keep Away
       Combos covered by this copy: 1

#2661  [fallback/1x1]  Accrued Redemption
       Perk 1 (col2): Impulse Amplifier
       Perk 2 (col3): Rapid Hit
       Combos covered by this copy: 1

#2662  [fallback/1x1]  Swarm of the Raven
       Perk 1 (col2): Impulse Amplifier
       Perk 2 (col3): Genesis
       Combos covered by this copy: 1

#2663  [fallback/1x1]  Scalar Potential
       Perk 1 (col2): Enlightened Action
       Perk 2 (col3): Under-Over
       Combos covered by this copy: 1

#2664  [fallback/1x1]  Sacred Provenance
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Firefly
       Combos covered by this copy: 1

