copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_vendor6,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,best_pos,gfs,sample_combos,hash
1840,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Wellspring,Focused Fury,1,1,1006,Focused Fury+Wellspring,3281285075
1841,Supercluster,fallback,Shotgun,Strand,0,0,0,1,0,Fourth Time's the Charm,Fragile Focus,1,1,489,Fourth Time's the Charm+Fragile Focus,92459755
1842,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Genesis,Fourth Time's the Charm,1,1,785,Fourth Time's the Charm+Genesis,2884596447
1843,Warlord's Spear,fallback,Trace Rifle,Arc,0,0,0,0,1,Hip-Fire Grip,Fourth Time's the Charm,1,1,170,Fourth Time's the Charm+Hip-Fire Grip,1968711238
1844,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Keep Away,Fourth Time's the Charm,1,1,785,Fourth Time's the Charm+Keep Away,2884596447
1845,Warlord's Spear,fallback,Trace Rifle,Arc,0,0,0,0,1,Loose Change,Fourth Time's the Charm,1,1,170,Fourth Time's the Charm+Loose Change,1968711238
1846,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Lucky Shot,Fourth Time's the Charm,1,1,785,Fourth Time's the Charm+Lucky Shot,2884596447
1847,Firefright,fallback,Auto Rifle,Kinetic,0,0,0,1,0,Fourth Time's the Charm,Mulligan,1,1,381,Fourth Time's the Charm+Mulligan,2778013407
1848,Beloved,fallback,Sniper Rifle,Solar,0,0,0,1,0,Fourth Time's the Charm,Quickdraw,1,1,424,Fourth Time's the Charm+Quickdraw,3107853529
1849,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Rapid Hit,Fourth Time's the Charm,1,1,785,Fourth Time's the Charm+Rapid Hit,2884596447
1850,Commemoration,fallback,Machine Gun,Void,0,0,0,1,0,Fourth Time's the Charm,Repulsor Brace,1,1,875,Fourth Time's the Charm+Repulsor Brace,4230965989
1851,Pleiades Corrector,fallback,Scout Rifle,Solar,0,0,0,0,1,Fourth Time's the Charm,Shield Disorient,1,1,341,Fourth Time's the Charm+Shield Disorient,3556999246
1852,IKELOS_SR_v1.0.3,fallback,Sniper Rifle,Solar,0,0,0,1,0,Fourth Time's the Charm,Slickdraw,1,1,512,Fourth Time's the Charm+Slickdraw,2302346155
1853,Pleiades Corrector,fallback,Scout Rifle,Solar,0,0,0,0,1,Fourth Time's the Charm,Sympathetic Arsenal,1,1,341,Fourth Time's the Charm+Sympathetic Arsenal,3556999246
1854,Tears of Contrition,fallback,Scout Rifle,Kinetic,0,0,0,1,0,Well-Rounded,Fourth Time's the Charm,1,1,524,Fourth Time's the Charm+Well-Rounded,1366394399
1855,The Showrunner,fallback,Submachine Gun,Kinetic,0,0,0,0,1,Grave Robber,Fragile Focus,1,1,180,Fragile Focus+Grave Robber,1999754402
1856,Firefright,fallback,Auto Rifle,Kinetic,0,0,0,1,0,Fragile Focus,Mulligan,1,1,381,Fragile Focus+Mulligan,2778013407
1857,The Showrunner,fallback,Submachine Gun,Kinetic,0,0,0,0,1,Overflow,Fragile Focus,1,1,180,Fragile Focus+Overflow,1999754402
1858,Supercluster,fallback,Shotgun,Strand,0,0,0,1,0,Reconstruction,Fragile Focus,1,1,489,Fragile Focus+Reconstruction,92459755
1859,Chronophage,fallback,Trace Rifle,Void,0,0,0,1,1,Shoot to Loot,Fragile Focus,1,1,627,Fragile Focus+Shoot to Loot,1886840007
1860,Supercluster,fallback,Shotgun,Strand,0,0,0,1,0,Slice,Fragile Focus,1,1,489,Fragile Focus+Slice,92459755
1861,Without Remorse,fallback,Shotgun,Solar,0,0,0,1,0,Stats for All,Fragile Focus,1,1,501,Fragile Focus+Stats for All,1478986057
1862,Without Remorse,fallback,Shotgun,Solar,0,0,0,1,0,Steady Hands,Fragile Focus,1,1,501,Fragile Focus+Steady Hands,1478986057
1863,Enyo-D,fallback,Submachine Gun,Kinetic,0,0,0,0,1,Fragile Focus,Sympathetic Arsenal,1,1,258,Fragile Focus+Sympathetic Arsenal,1601177201
1864,Lodbrok-C,fallback,Auto Rifle,Kinetic,0,0,0,0,1,Fragile Focus,Tap the Trigger,1,1,355,Fragile Focus+Tap the Trigger,2328531378
1865,Hand in Hand,fallback,Shotgun,Arc,0,0,0,0,1,Fragile Focus,Trench Barrel,1,1,190,Fragile Focus+Trench Barrel,664109750
1866,Controlling Vision,fallback,Sidearm,Kinetic,0,0,0,0,1,Fragile Focus,Under Pressure,1,1,118,Fragile Focus+Under Pressure,423343404
1867,Farewell,fallback,Sidearm,Kinetic,0,0,0,0,1,Full Auto Trigger System,Frenzy,1,1,384,Frenzy+Full Auto Trigger System,541188001
1868,Corrasion,fallback,Pulse Rifle,Arc,0,0,0,1,1,High-Impact Reserves,Frenzy,1,1,610,Frenzy+High-Impact Reserves,2126178511
1869,Tyranny of Heaven,fallback,Combat Bow,Solar,0,0,0,1,0,Meganeura,Frenzy,1,1,703,Frenzy+Meganeura,3388655311
1870,Ignition Code,fallback,Grenade Launcher,Kinetic,0,0,0,0,1,Permeability,Frenzy,1,1,229,Frenzy+Permeability,2761869150
1871,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Replenishing Aegis,Frenzy,1,1,599,Frenzy+Replenishing Aegis,2595497736
1872,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Supercharged Magazine,Frenzy,1,1,1006,Frenzy+Supercharged Magazine,3281285075
1873,Pro Memoria,fallback,Machine Gun,Strand,0,0,0,1,0,Tear,Frenzy,1,1,674,Frenzy+Tear,3605603507
1874,The Vision,fallback,Sidearm,Arc,0,0,0,0,1,Full Auto Trigger System,One for All,1,1,332,Full Auto Trigger System+One for All,2414141462
1875,Royal Chase,fallback,Scout Rifle,Void,0,0,0,0,1,Full Auto Trigger System,Quickdraw,1,1,166,Full Auto Trigger System+Quickdraw,2776503072
1876,Enigma's Draw,fallback,Sidearm,Kinetic,0,0,0,0,1,Full Auto Trigger System,Rapid Hit,1,1,205,Full Auto Trigger System+Rapid Hit,1723380073
1877,The Vision,fallback,Sidearm,Arc,0,0,0,0,1,Full Auto Trigger System,Sympathetic Arsenal,1,1,332,Full Auto Trigger System+Sympathetic Arsenal,2414141462
1878,Farewell,fallback,Sidearm,Kinetic,0,0,0,0,1,Full Auto Trigger System,Unrelenting,1,1,384,Full Auto Trigger System+Unrelenting,541188001
1879,Swarm of the Raven,fallback,Grenade Launcher,Void,0,0,0,0,1,Pulse Monitor,Full Court,1,1,210,Full Court+Pulse Monitor,433905699
1880,Marsilion-C,fallback,Grenade Launcher,Solar,0,0,0,0,1,Shot Swap,Full Court,1,1,305,Full Court+Shot Swap,867154247
1881,Swarm of the Raven,fallback,Grenade Launcher,Void,0,0,0,0,1,Slickdraw,Full Court,1,1,210,Full Court+Slickdraw,433905699
1882,Marsilion-C,fallback,Grenade Launcher,Solar,0,0,0,0,1,Turnabout,Full Court,1,1,305,Full Court+Turnabout,867154247
1883,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,0,1,0,Gear Shift,Golden Tricorn,1,1,789,Gear Shift+Golden Tricorn,70083888
1884,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,0,1,0,Gear Shift,Golden Tricorn Enhanced,1,1,789,Gear Shift+Golden Tricorn Enhanced,70083888
1885,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,0,1,0,Gear Shift,Harmony,1,1,789,Gear Shift+Harmony,70083888
1886,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,0,1,0,Gear Shift,Jolting Feedback,1,1,789,Gear Shift+Jolting Feedback,70083888
1887,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,0,1,0,Gear Shift,Kill Clip,1,1,789,Gear Shift+Kill Clip,70083888
1888,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,0,1,0,Gear Shift,Offhand Strike,1,1,789,Gear Shift+Offhand Strike,70083888
1889,Prophet of Doom,fallback,Shotgun,Arc,0,0,0,1,0,Slideways,Gear Shift,1,1,478,Gear Shift+Slideways,2145441168
1890,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Genesis,Gutshot Straight,1,1,1006,Genesis+Gutshot Straight,3281285075
1891,Recurrent Impact,fallback,Machine Gun,Stasis,0,0,0,1,0,Genesis,Headstone,1,1,628,Genesis+Headstone,1572896086
1892,Come to Pass,fallback,Auto Rifle,Arc,0,0,0,1,0,Genesis,Jolting Feedback,1,1,738,Genesis+Jolting Feedback,927567426
1893,Tarantula,fallback,Linear Fusion Rifle,Arc,0,0,0,0,1,Genesis,Kill Clip,1,1,328,Genesis+Kill Clip,3335343363
1894,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Genesis,Kinetic Tremors,1,1,785,Genesis+Kinetic Tremors,2884596447
1895,Martyr's Retribution,fallback,Grenade Launcher,Solar,0,0,0,0,1,Genesis,Lead from Gold,1,1,230,Genesis+Lead from Gold,3850168899
1896,Distant Tumulus,fallback,Sniper Rifle,Solar,0,0,0,0,1,Genesis,Outlaw,1,1,134,Genesis+Outlaw,2807687156
1897,Swarm of the Raven,fallback,Grenade Launcher,Void,0,0,0,0,1,Pulse Monitor,Genesis,1,1,210,Genesis+Pulse Monitor,433905699
1898,Martyr's Retribution,fallback,Grenade Launcher,Solar,0,0,0,0,1,Genesis,Rangefinder,1,1,230,Genesis+Rangefinder,3850168899
1899,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Genesis,Redirection,1,1,1006,Genesis+Redirection,3281285075
1900,Swarm of the Raven,fallback,Grenade Launcher,Void,0,0,0,0,1,Slickdraw,Genesis,1,1,210,Genesis+Slickdraw,433905699
1901,Recurrent Impact,fallback,Machine Gun,Stasis,0,0,0,1,0,Genesis,Tap the Trigger,1,1,628,Genesis+Tap the Trigger,1572896086
1902,Techeun Force,fallback,Fusion Rifle,Arc,0,0,0,1,0,Kill Clip,Golden Tricorn,1,1,675,Golden Tricorn+Kill Clip,3591141932
1903,Qua Furor V,fallback,Machine Gun,Stasis,0,0,0,0,1,Recycled Energy,Golden Tricorn,1,1,266,Golden Tricorn+Recycled Energy,751880654
1904,Come to Pass,fallback,Auto Rifle,Arc,0,0,0,1,0,Supercharged Magazine,Golden Tricorn,1,1,738,Golden Tricorn+Supercharged Magazine,927567426
1905,Techeun Force,fallback,Fusion Rifle,Arc,0,0,0,1,0,Kill Clip,Golden Tricorn Enhanced,1,1,675,Golden Tricorn Enhanced+Kill Clip,3591141932
1906,Red Herring,fallback,Rocket Launcher,Void,0,0,0,1,0,Quickdraw,Golden Tricorn Enhanced,1,1,695,Golden Tricorn Enhanced+Quickdraw,3175851496
1907,Qua Furor V,fallback,Machine Gun,Stasis,0,0,0,0,1,Recycled Energy,Golden Tricorn Enhanced,1,1,266,Golden Tricorn Enhanced+Recycled Energy,751880654
1908,Come to Pass,fallback,Auto Rifle,Arc,0,0,0,1,0,Supercharged Magazine,Golden Tricorn Enhanced,1,1,738,Golden Tricorn Enhanced+Supercharged Magazine,927567426
1909,The Showrunner,fallback,Submachine Gun,Kinetic,0,0,0,0,1,Grave Robber,Kinetic Tremors,1,1,180,Grave Robber+Kinetic Tremors,1999754402
1910,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Grave Robber,Proximity Power,1,1,599,Grave Robber+Proximity Power,2595497736
1911,Enigma's Draw,fallback,Sidearm,Kinetic,0,0,0,0,1,Grave Robber,Rapid Hit,1,1,205,Grave Robber+Rapid Hit,1723380073
1912,Blood Feud,fallback,Submachine Gun,Stasis,0,0,0,1,0,Grave Robber,Well-Rounded,1,1,618,Grave Robber+Well-Rounded,1509167284
1913,Dark Decider,fallback,Auto Rifle,Arc,0,0,0,0,1,Iron Grip,Gutshot Straight,1,1,174,Gutshot Straight+Iron Grip,540880995
1914,Whispering Slab,fallback,Combat Bow,Kinetic,0,0,0,0,1,Lone Wolf,Gutshot Straight,1,1,431,Gutshot Straight+Lone Wolf,690341468
1915,The Guiding Sight,fallback,Scout Rifle,Strand,0,0,0,0,1,Gutshot Straight,Precision Instrument,1,1,346,Gutshot Straight+Precision Instrument,1161561386
1916,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Reconstruction,Gutshot Straight,1,1,1006,Gutshot Straight+Reconstruction,3281285075
1917,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Supercharged Magazine,Gutshot Straight,1,1,1006,Gutshot Straight+Supercharged Magazine,3281285075
1918,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Voltshot,Gutshot Straight,1,1,1006,Gutshot Straight+Voltshot,3281285075
1919,Fire and Forget,fallback,Linear Fusion Rifle,Stasis,0,0,0,1,0,Headstone,Harmony,1,1,716,Harmony+Headstone,2272041093
1920,Judgment of Kelgorath,fallback,Glaive,Solar,0,0,0,1,0,Immovable Object,Harmony,1,1,432,Harmony+Immovable Object,2978226043
1921,Chattering Bone,fallback,Pulse Rifle,Kinetic,0,0,0,1,0,Kill Clip,Harmony,1,1,692,Harmony+Kill Clip,501329015
1922,Age-Old Bond,fallback,Auto Rifle,Void,0,0,0,1,0,Meganeura,Harmony,1,1,1058,Harmony+Meganeura,424291879
1923,Planck's Stride,fallback,Machine Gun,Arc,0,0,0,1,1,Mulligan,Harmony,1,1,663,Harmony+Mulligan,820890091
1924,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,0,1,0,Opening Shot,Harmony,1,1,789,Harmony+Opening Shot,70083888
1925,Ignition Code,fallback,Grenade Launcher,Kinetic,0,0,0,0,1,Permeability,Harmony,1,1,229,Harmony+Permeability,2761869150
1926,Bitter/Sweet,fallback,Grenade Launcher,Arc,0,0,0,0,1,Reverberation,Harmony,1,1,323,Harmony+Reverberation,2599338625
1927,Chattering Bone,fallback,Pulse Rifle,Kinetic,0,0,0,1,0,Stopping Power,Harmony,1,1,692,Harmony+Stopping Power,501329015
1928,Age-Old Bond,fallback,Auto Rifle,Void,0,0,0,1,0,Tap the Trigger,Harmony,1,1,1058,Harmony+Tap the Trigger,424291879
1929,Judgment of Kelgorath,fallback,Glaive,Solar,0,0,0,1,0,Tilting at Windmills,Harmony,1,1,432,Harmony+Tilting at Windmills,2978226043
1930,Pro Memoria,fallback,Machine Gun,Strand,0,0,0,1,0,Hatchling,Mega Kill Clip,1,1,674,Hatchling+Mega Kill Clip,3605603507
1931,Disparity,fallback,Pulse Rifle,Stasis,0,0,0,1,0,No Distractions,Headseeker,1,1,694,Headseeker+No Distractions,1751893422
1932,Scalar Potential,fallback,Pulse Rifle,Arc,0,0,0,1,0,Overflow,Headseeker,1,1,526,Headseeker+Overflow,2563668388
1933,Scalar Potential,fallback,Pulse Rifle,Arc,0,0,0,1,0,Permeability,Headseeker,1,1,526,Headseeker+Permeability,2563668388
1934,Suspectum-4fr,fallback,Linear Fusion Rifle,Stasis,0,0,0,0,1,Headstone,High Ground,1,1,139,Headstone+High Ground,3615421669
1935,Fire and Forget,fallback,Linear Fusion Rifle,Stasis,0,0,0,1,0,Headstone,Vorpal Weapon,1,1,716,Headstone+Vorpal Weapon,2272041093
1936,Speleologist,fallback,Machine Gun,Solar,0,0,0,1,0,Heal Clip,Killing Tally,1,1,496,Heal Clip+Killing Tally,412251536
1937,The Eremite,fallback,Fusion Rifle,Solar,0,0,0,1,1,Heal Clip,Pugilist,1,1,433,Heal Clip+Pugilist,3347946548
1938,Speleologist,fallback,Machine Gun,Solar,0,0,0,1,0,Heal Clip,Strategist,1,1,496,Heal Clip+Strategist,412251536
1939,Trustee,fallback,Scout Rifle,Solar,0,0,0,1,0,Heal Clip,Sympathetic Arsenal,1,1,953,Heal Clip+Sympathetic Arsenal,1392919471
1940,Trustee,fallback,Scout Rifle,Solar,0,0,0,1,0,Heal Clip,Wellspring,1,1,953,Heal Clip+Wellspring,1392919471
1941,Iota Draconis,fallback,Fusion Rifle,Solar,0,0,0,0,1,Heating Up,Kickstart,1,1,280,Heating Up+Kickstart,3044460004
1942,Sailspy Pitchglass,fallback,Linear Fusion Rifle,Arc,0,0,0,1,1,Outlaw,Heating Up,1,1,694,Heating Up+Outlaw,1184309824
1943,Adverse Possession IX,fallback,Scout Rifle,Arc,0,0,0,0,1,Overflow,Heating Up,1,1,156,Heating Up+Overflow,1890332078
1944,Psi Hermetic V,fallback,Pulse Rifle,Stasis,0,0,0,0,1,Heating Up,Perpetual Motion,1,1,365,Heating Up+Perpetual Motion,358788212
1945,Sailspy Pitchglass,fallback,Linear Fusion Rifle,Arc,0,0,0,1,1,Rapid Hit,Heating Up,1,1,694,Heating Up+Rapid Hit,1184309824
1946,Noxious Vetiver,fallback,Submachine Gun,Arc,0,0,0,0,1,Heating Up,Redirection,1,1,292,Heating Up+Redirection,825495813
1947,Forensic Nightmare,fallback,Submachine Gun,Stasis,0,0,0,1,0,Heating Up,Sword Logic,1,1,609,Heating Up+Sword Logic,1526296434
1948,Forensic Nightmare,fallback,Submachine Gun,Stasis,0,0,0,1,0,Heating Up,Sympathetic Arsenal,1,1,609,Heating Up+Sympathetic Arsenal,1526296434
1949,Adverse Possession IX,fallback,Scout Rifle,Arc,0,0,0,0,1,Threat Detector,Heating Up,1,1,156,Heating Up+Threat Detector,1890332078
1950,Cantata-57,fallback,Hand Cannon,Arc,0,0,0,0,1,Heating Up,Timed Payload,1,1,344,Heating Up+Timed Payload,372697604
1951,Shattered Cipher,fallback,Machine Gun,Void,0,0,0,0,1,Heating Up,Zen Moment,1,1,282,Heating Up+Zen Moment,2434225986
1952,Corrasion,fallback,Pulse Rifle,Arc,0,0,0,1,1,High-Impact Reserves,High Ground,1,1,610,High Ground+High-Impact Reserves,2126178511
1953,Ignition Code,fallback,Grenade Launcher,Kinetic,0,0,0,0,1,Slideshot,High Ground,1,1,229,High Ground+Slideshot,2761869150
1954,Iota Draconis,fallback,Fusion Rifle,Solar,0,0,0,0,1,Lead from Gold,High-Impact Reserves,1,1,280,High-Impact Reserves+Lead from Gold,3044460004
1955,Corrasion,fallback,Pulse Rifle,Arc,0,0,0,1,1,High-Impact Reserves,One for All,1,1,610,High-Impact Reserves+One for All,2126178511
1956,Battle Scar,fallback,Pulse Rifle,Kinetic,0,0,0,0,1,Shot Swap,High-Impact Reserves,1,1,206,High-Impact Reserves+Shot Swap,2099894368
1957,Chattering Bone,fallback,Pulse Rifle,Kinetic,0,0,0,1,0,Stopping Power,High-Impact Reserves,1,1,692,High-Impact Reserves+Stopping Power,501329015
1958,Corrasion,fallback,Pulse Rifle,Arc,0,0,0,1,1,High-Impact Reserves,Swashbuckler,1,1,610,High-Impact Reserves+Swashbuckler,2126178511
1959,Vantage Point,fallback,Pulse Rifle,Arc,0,0,0,0,1,To the Pain,High-Impact Reserves,1,1,309,High-Impact Reserves+To the Pain,3830941962
1960,Commemoration,fallback,Machine Gun,Void,0,0,0,1,0,Well-Rounded,High-Impact Reserves,1,1,875,High-Impact Reserves+Well-Rounded,4230965989
1961,Firefright,fallback,Auto Rifle,Kinetic,0,0,0,1,0,Hip-Fire Grip,Mulligan,1,1,381,Hip-Fire Grip+Mulligan,2778013407
1962,Subjunctive,fallback,Submachine Gun,Arc,0,0,0,1,0,Hip-Fire Grip,Permeability,1,1,765,Hip-Fire Grip+Permeability,1447836603
1963,Heritage,fallback,Shotgun,Kinetic,0,0,0,1,0,Hip-Fire Grip,Recombination,1,1,724,Hip-Fire Grip+Recombination,4248569242
1964,Fioritura-59,fallback,Sidearm,Void,0,0,0,0,1,Hip-Fire Grip,Repulsor Brace,1,1,348,Hip-Fire Grip+Repulsor Brace,2566006935
1965,Arsenic Bite-4b,fallback,Combat Bow,Arc,0,0,0,0,1,Hip-Fire Grip,Sneak Bow,1,1,117,Hip-Fire Grip+Sneak Bow,720351795
1966,Judgment of Kelgorath,fallback,Glaive,Solar,0,0,0,1,0,Immovable Object,Impulse Amplifier,1,1,432,Immovable Object+Impulse Amplifier,2978226043
1967,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Impulse Amplifier,Kill Clip,1,1,599,Impulse Amplifier+Kill Clip,2595497736
1968,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,0,1,0,Impulse Amplifier,Kinetic Tremors,1,1,546,Impulse Amplifier+Kinetic Tremors,3621336854
1969,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,0,1,0,Impulse Amplifier,Lone Wolf,1,1,546,Impulse Amplifier+Lone Wolf,3621336854
1970,Imperial Needle,fallback,Combat Bow,Void,0,0,0,0,1,Impulse Amplifier,Opening Shot,1,1,274,Impulse Amplifier+Opening Shot,3460122497
1971,Judgment of Kelgorath,fallback,Glaive,Solar,0,0,0,1,0,Overflow,Impulse Amplifier,1,1,432,Impulse Amplifier+Overflow,2978226043
1972,Marsilion-C,fallback,Grenade Launcher,Solar,0,0,0,0,1,Perpetual Motion,Impulse Amplifier,1,1,305,Impulse Amplifier+Perpetual Motion,867154247
1973,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,0,1,0,Impulse Amplifier,Rapid Hit,1,1,546,Impulse Amplifier+Rapid Hit,3621336854
1974,Marsilion-C,fallback,Grenade Launcher,Solar,0,0,0,0,1,Snapshot Sights,Impulse Amplifier,1,1,305,Impulse Amplifier+Snapshot Sights,867154247
1975,Fel Taradiddle,fallback,Combat Bow,Kinetic,0,0,0,1,0,Impulse Amplifier,Sword Logic,1,1,604,Impulse Amplifier+Sword Logic,1399109800
1976,Imperial Needle,fallback,Combat Bow,Void,0,0,0,0,1,Impulse Amplifier,Sympathetic Arsenal,1,1,274,Impulse Amplifier+Sympathetic Arsenal,3460122497
1977,Judgment of Kelgorath,fallback,Glaive,Solar,0,0,0,1,0,Tilting at Windmills,Impulse Amplifier,1,1,432,Impulse Amplifier+Tilting at Windmills,2978226043
1978,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,0,1,0,Lucky Shot,Incandescent,1,1,684,Incandescent+Lucky Shot,147444292
1979,Tyranny of Heaven,fallback,Combat Bow,Solar,0,0,0,1,0,Meganeura,Incandescent,1,1,703,Incandescent+Meganeura,3388655311
1980,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,0,1,0,Mulligan,Incandescent,1,1,684,Incandescent+Mulligan,147444292
1981,The Domino,fallback,Sniper Rifle,Solar,0,0,0,0,1,Pulse Monitor,Incandescent,1,1,243,Incandescent+Pulse Monitor,2800870005
1982,Apex Predator,fallback,Rocket Launcher,Solar,0,0,0,1,0,Incandescent,Reaper's Tithe,1,1,690,Incandescent+Reaper's Tithe,1851777734
1983,Tyranny of Heaven,fallback,Combat Bow,Solar,0,0,0,1,0,Successful Warm-Up,Incandescent,1,1,703,Incandescent+Successful Warm-Up,3388655311
1984,Throne-Cleaver,fallback,Sword,Solar,0,0,0,1,0,Thresh,Incandescent,1,1,389,Incandescent+Thresh,3371413059
1985,Targeted Redaction,fallback,Hand Cannon,Void,0,0,0,1,1,Invisible Hand,Keep Away,1,1,534,Invisible Hand+Keep Away,3890055324
1986,Dark Decider,fallback,Auto Rifle,Arc,0,0,0,0,1,Iron Grip,Rangefinder,1,1,174,Iron Grip+Rangefinder,540880995
1987,Forge's Pledge,fallback,Pulse Rifle,Solar,0,0,0,0,1,Surplus,Iron Grip,1,1,578,Iron Grip+Surplus,1076810832
1988,Dark Decider,fallback,Auto Rifle,Arc,0,0,0,0,1,Iron Grip,Voltshot,1,1,174,Iron Grip+Voltshot,540880995
1989,Bequest,fallback,Sword,Arc,0,0,0,1,0,Jolting Feedback,One for All,1,1,669,Jolting Feedback+One for All,3366545721
1990,Bequest,fallback,Sword,Arc,0,0,0,1,0,Jolting Feedback,Redirection,1,1,669,Jolting Feedback+Redirection,3366545721
1991,Bequest,fallback,Sword,Arc,0,0,0,1,0,Jolting Feedback,Surrounded,1,1,669,Jolting Feedback+Surrounded,3366545721
1992,Prophet of Doom,fallback,Shotgun,Arc,0,0,0,1,0,Threat Detector,Jolting Feedback,1,1,478,Jolting Feedback+Threat Detector,2145441168
1993,Prophet of Doom,fallback,Shotgun,Arc,0,0,0,1,0,Threat Remover,Jolting Feedback,1,1,478,Jolting Feedback+Threat Remover,2145441168
1994,Noxious Vetiver,fallback,Submachine Gun,Arc,0,0,0,0,1,Thresh,Jolting Feedback,1,1,292,Jolting Feedback+Thresh,825495813
1995,Come to Pass,fallback,Auto Rifle,Arc,0,0,0,1,0,Triple Tap,Jolting Feedback,1,1,738,Jolting Feedback+Triple Tap,927567426
1996,Bequest,fallback,Sword,Arc,0,0,0,1,0,Jolting Feedback,Vorpal Weapon,1,1,669,Jolting Feedback+Vorpal Weapon,3366545721
1997,Doomed Petitioner,fallback,Linear Fusion Rifle,Void,0,0,0,1,0,Keep Away,Loose Change,1,1,585,Keep Away+Loose Change,1501688142
1998,Battle Scar,fallback,Pulse Rifle,Kinetic,0,0,0,0,1,Keep Away,Multikill Clip,1,1,206,Keep Away+Multikill Clip,2099894368
1999,Adverse Possession IX,fallback,Scout Rifle,Arc,0,0,0,0,1,Overflow,Keep Away,1,1,156,Keep Away+Overflow,1890332078
2000,Targeted Redaction,fallback,Hand Cannon,Void,0,0,0,1,1,Perfect Float,Keep Away,1,1,534,Keep Away+Perfect Float,3890055324
2001,Trustee,fallback,Scout Rifle,Solar,0,0,0,1,0,Keep Away,Sympathetic Arsenal,1,1,953,Keep Away+Sympathetic Arsenal,1392919471
2002,Adverse Possession IX,fallback,Scout Rifle,Arc,0,0,0,0,1,Threat Detector,Keep Away,1,1,156,Keep Away+Threat Detector,1890332078
2003,Targeted Redaction,fallback,Hand Cannon,Void,0,0,0,1,1,Well-Rounded,Keep Away,1,1,534,Keep Away+Well-Rounded,3890055324
2004,Scatter Signal,fallback,Fusion Rifle,Strand,0,0,0,1,0,Overflow,Kickstart,1,1,340,Kickstart+Overflow,2558925366
2005,Cruoris FR4,fallback,Fusion Rifle,Arc,0,0,0,0,1,Recycled Energy,Kickstart,1,1,165,Kickstart+Recycled Energy,891996636
2006,Zealot's Reward,fallback,Fusion Rifle,Void,0,0,0,1,0,Repulsor Brace,Kickstart,1,1,632,Kickstart+Repulsor Brace,2720651699
2007,Techeun Force,fallback,Fusion Rifle,Arc,0,0,0,1,0,Rewind Rounds,Kickstart,1,1,675,Kickstart+Rewind Rounds,3591141932
2008,Scatter Signal,fallback,Fusion Rifle,Strand,0,0,0,1,0,Slice,Kickstart,1,1,340,Kickstart+Slice,2558925366
2009,Cruoris FR4,fallback,Fusion Rifle,Arc,0,0,0,0,1,Stats for All,Kickstart,1,1,165,Kickstart+Stats for All,891996636
2010,Zealot's Reward,fallback,Fusion Rifle,Void,0,0,0,1,0,Subsistence,Kickstart,1,1,632,Kickstart+Subsistence,2720651699
2011,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Lead from Gold,Kill Clip,1,1,599,Kill Clip+Lead from Gold,2595497736
2012,Age-Old Bond,fallback,Auto Rifle,Void,0,0,0,1,0,Meganeura,Kill Clip,1,1,1058,Kill Clip+Meganeura,424291879
2013,Lodbrok-C,fallback,Auto Rifle,Kinetic,0,0,0,0,1,Osmosis,Kill Clip,1,1,355,Kill Clip+Osmosis,2328531378
2014,Optative,fallback,Hand Cannon,Void,0,0,0,1,0,Permeability,Kill Clip,1,1,621,Kill Clip+Permeability,2817683783
2015,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Replenishing Aegis,Kill Clip,1,1,599,Kill Clip+Replenishing Aegis,2595497736
2016,Sacred Provenance,fallback,Pulse Rifle,Kinetic,0,0,0,1,0,Stopping Power,Kill Clip,1,1,1014,Kill Clip+Stopping Power,2241507890
2017,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Tilting at Windmills,Kill Clip,1,1,599,Kill Clip+Tilting at Windmills,2595497736
